City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,canton,23.1167,113.25,23.82,73,98,2.46,CN,2023-04-11
350,richards bay,-28.783,32.0377,20.68,63,87,3.33,ZA,2023-04-11
351,calera,33.1029,-86.7536,23.73,37,0,2.63,US,2023-04-11
352,pandan,14.0453,124.1694,26.16,90,100,7.55,PH,2023-04-11
353,maceio,-9.6658,-35.7353,31.69,58,20,5.14,BR,2023-04-11
354,erenhot,43.6475,111.9767,2.34,19,0,4.98,CN,2023-04-11
355,vilhena,-12.7406,-60.1458,28.12,69,40,2.06,BR,2023-04-11
356,labuhan,-6.8844,112.2051,25.64,86,61,2.53,ID,2023-04-11
357,rawson,-43.3002,-65.1023,13.98,62,100,9.65,AR,2023-04-11
358,anito,12.4497,125.2886,23.77,87,89,3.22,PH,2023-04-11
359,aykhal,66.0,111.5,-13.67,95,100,7.96,RU,2023-04-11
360,wantagh,40.6837,-73.5101,25.24,31,0,5.81,US,2023-04-11
361,derzhavinsk,51.1,66.3167,4.15,53,4,3.1,KZ,2023-04-11
362,paderborn,51.7191,8.7544,11.67,35,0,2.57,DE,2023-04-11
363,coracora,-15.0333,-73.7833,17.67,44,32,5.03,PE,2023-04-11
364,byron bay,-28.65,153.6167,12.62,81,75,2.63,AU,2023-04-11
365,saint-pierre,-21.3393,55.4781,24.82,78,0,1.54,RE,2023-04-11
366,nara,34.6851,135.8049,17.62,47,100,1.55,JP,2023-04-11
367,coahuayana,18.7333,-103.6833,32.48,40,0,3.74,MX,2023-04-11
368,touros,-5.1989,-35.4608,29.06,61,82,4.73,BR,2023-04-11
369,poum,-20.2333,164.0167,26.09,75,6,1.34,NC,2023-04-11
370,at-bashi,41.1702,75.8106,3.32,72,89,0.54,KG,2023-04-11
371,pemangkat,1.1667,108.9667,25.91,86,66,2.11,ID,2023-04-11
372,presidente franco,-25.5333,-54.6167,30.42,48,40,3.6,PY,2023-04-11
373,egvekinot,66.3167,-179.1667,-25.36,84,2,3.98,RU,2023-04-11
374,matara,5.9485,80.5353,25.66,83,49,3.43,LK,2023-04-11
375,progreso,21.2833,-89.6667,31.17,58,100,4.94,MX,2023-04-11
376,umm lajj,25.0213,37.2685,25.75,73,93,2.59,SA,2023-04-11
377,leopold,-38.1833,144.4667,13.58,85,40,2.57,AU,2023-04-11
378,rezekne,56.5,27.3167,11.17,70,84,2.61,LV,2023-04-11
379,waingapu,-9.6567,120.2641,25.18,89,80,2.49,ID,2023-04-11
380,roald,62.5833,6.1333,12.51,62,0,5.14,NO,2023-04-11
381,sirjan,29.452,55.6814,19.96,23,100,1.37,IR,2023-04-11
382,lincoln,40.8,-96.667,26.19,47,0,6.17,US,2023-04-11
383,pangnirtung,66.1451,-65.7125,-11.0,62,40,2.06,CA,2023-04-11
384,hambantota,6.1241,81.1185,26.31,80,77,5.37,LK,2023-04-11
385,uusikaupunki,60.8004,21.4084,4.78,76,95,2.94,FI,2023-04-11
386,verkhnyaya maksakovka,61.635,50.9674,4.01,56,0,2.0,RU,2023-04-11
387,tasiilaq,65.6145,-37.6368,2.09,93,100,0.9,GL,2023-04-11
388,juneau,58.3019,-134.4197,2.45,86,20,0.0,US,2023-04-11
389,severnyy,50.677,36.5532,13.02,40,0,4.02,RU,2023-04-11
390,maragogi,-9.0122,-35.2225,27.75,66,100,2.76,BR,2023-04-11
391,vao,-22.6667,167.4833,24.37,80,54,2.9,NC,2023-04-11
392,diffa,13.3154,12.6113,34.21,13,71,4.14,NE,2023-04-11
393,saint anthony,45.0205,-93.218,24.42,38,0,7.72,US,2023-04-11
394,baruun-urt,46.6806,113.2792,-1.84,34,2,2.67,MN,2023-04-11
395,ponca city,36.707,-97.0856,23.3,55,0,6.17,US,2023-04-11
396,khlevnoye,52.1951,39.0932,12.01,46,92,2.95,RU,2023-04-11
397,paita,-5.0892,-81.1144,28.49,70,84,4.21,PE,2023-04-11
398,atar,20.5169,-13.0499,32.44,23,51,8.19,MR,2023-04-11
399,manokwari,-0.8667,134.0833,25.77,84,99,1.19,ID,2023-04-11
400,formosa do rio preto,-11.0483,-45.1931,29.11,56,65,1.55,BR,2023-04-11
401,jalu,29.0331,21.5482,16.7,46,21,9.7,LY,2023-04-11
402,srednekolymsk,67.45,153.6833,-31.36,100,91,1.0,RU,2023-04-11
403,oxbow,49.2333,-102.1676,17.29,61,10,3.19,CA,2023-04-11
404,illela,13.7292,5.2975,35.56,10,7,4.7,NG,2023-04-11
405,nuuk,64.1835,-51.7216,0.34,86,20,6.17,GL,2023-04-11
406,sabzevar,36.2126,57.6819,23.97,21,72,0.98,IR,2023-04-11
407,liverpool,53.4106,-2.9779,9.23,86,75,10.29,GB,2023-04-11
408,la orilla,17.9833,-102.2333,30.32,49,10,4.75,MX,2023-04-11
409,la ronge,55.1001,-105.2842,6.14,42,100,1.03,CA,2023-04-11
410,saint-joseph,-21.3667,55.6167,24.21,81,34,1.49,RE,2023-04-11
411,kjopsvik,68.097,16.3742,7.93,81,11,4.19,NO,2023-04-11
412,yulara,-25.2406,130.9889,23.36,65,100,1.89,AU,2023-04-11
413,canatlan,24.5167,-104.7833,20.58,37,16,2.94,MX,2023-04-11
414,nantucket,41.2835,-70.0995,18.06,66,0,7.2,US,2023-04-11
415,tel aviv-yafo,32.0805,34.7805,17.84,62,20,2.57,IL,2023-04-11
416,mnogovershinnyy,53.9353,139.9242,-6.72,88,100,4.06,RU,2023-04-11
417,el triunfo,-1.9333,-79.9667,30.98,62,58,1.56,EC,2023-04-11
418,kahului,20.8947,-156.47,22.69,81,0,7.2,US,2023-04-11
419,soldotna,60.4878,-151.0583,-1.66,81,0,2.57,US,2023-04-11
420,foggia,41.45,15.5333,17.04,48,0,2.57,IT,2023-04-11
421,hofn,64.2539,-15.2082,6.46,73,90,0.79,IS,2023-04-11
422,linkou,45.3,130.2833,0.63,35,89,6.07,CN,2023-04-11
423,luderitz,-26.6481,15.1594,18.65,48,31,4.73,NA,2023-04-11
424,mabaruma,8.2,-59.7833,30.95,52,98,3.83,GY,2023-04-11
425,zalantun,48.0,122.7167,-1.61,54,11,11.16,CN,2023-04-11
426,sarkand,45.41,79.9186,5.85,62,89,3.8,KZ,2023-04-11
427,san javier,37.8063,-0.8374,24.15,75,0,3.09,ES,2023-04-11
428,geraldton,-28.7667,114.6,13.23,88,0,2.06,AU,2023-04-11
429,gat,31.61,34.7642,17.12,100,20,1.61,IL,2023-04-11
430,umtata,-31.5889,28.7844,9.71,84,32,1.02,ZA,2023-04-11
431,westport,41.1415,-73.3579,25.15,25,98,2.68,US,2023-04-11
432,idlib,35.9306,36.6339,11.03,82,24,5.28,SY,2023-04-11
433,homestead,25.4687,-80.4776,22.78,96,100,7.2,US,2023-04-11
434,prince rupert,54.3161,-130.3201,4.05,86,75,3.6,CA,2023-04-11
435,flagstaff,35.1981,-111.6513,22.69,24,0,5.14,US,2023-04-11
436,yangambi,0.8102,24.4336,21.16,92,100,1.7,CD,2023-04-11
437,urumqi,43.801,87.6005,6.53,81,75,4.0,CN,2023-04-11
438,yeniseysk,58.4497,92.1703,-5.19,79,100,6.17,RU,2023-04-11
439,beringovskiy,63.05,179.3167,-16.99,89,100,6.9,RU,2023-04-11
440,maues,-3.3836,-57.7186,32.17,54,99,0.86,BR,2023-04-11
441,fairmont,39.4851,-80.1426,22.51,24,24,0.45,US,2023-04-11
442,sinnamary,5.3833,-52.95,28.27,72,78,4.03,GF,2023-04-11
443,ritchie,-29.038,24.6028,13.56,21,66,1.11,ZA,2023-04-11
444,blythe,33.6103,-114.5964,32.24,10,0,3.43,US,2023-04-11
445,santa maria,-29.6842,-53.8069,31.61,43,40,1.54,BR,2023-04-11
446,rabo de peixe,37.8,-25.5833,17.73,82,40,6.69,PT,2023-04-11
447,garowe,8.4054,48.4845,26.72,62,40,8.85,SO,2023-04-11
448,lorengau,-2.0226,147.2712,26.67,78,93,2.57,PG,2023-04-11
449,laguna,38.421,-121.4238,20.16,75,75,3.09,US,2023-04-11
450,bukachacha,52.9833,116.9167,-14.53,94,34,1.79,RU,2023-04-11
451,evensk,61.95,159.2333,-11.03,76,100,4.18,RU,2023-04-11
452,kargasok,59.0556,80.8572,-11.55,89,92,3.91,RU,2023-04-11
453,bahia honda,22.9036,-83.1592,28.58,56,72,4.78,CU,2023-04-11
454,key west,24.5557,-81.7826,27.0,71,20,7.72,US,2023-04-11
455,ballina,-28.8667,153.5667,12.66,83,71,2.92,AU,2023-04-11
456,praia da vitoria,38.7333,-27.0667,22.14,64,40,5.05,PT,2023-04-11
457,risor,58.7206,9.2342,5.39,97,95,3.96,NO,2023-04-11
458,maltahohe,-24.8333,16.9833,18.86,18,50,5.17,NA,2023-04-11
459,lagoa,39.05,-27.9833,14.89,90,94,5.92,PT,2023-04-11
460,cheremkhovo,53.1561,103.0675,-1.1,77,99,1.93,RU,2023-04-11
461,haines junction,60.7522,-137.5108,-8.03,57,9,1.03,CA,2023-04-11
462,concepcion del oro,24.6333,-101.4167,17.72,38,70,1.53,MX,2023-04-11
463,nishihara,26.1842,127.7558,22.03,94,75,3.6,JP,2023-04-11
464,shenzhen,22.5455,114.0683,24.49,92,53,1.77,CN,2023-04-11
465,east wenatchee,47.4157,-120.2931,12.39,43,0,3.6,US,2023-04-11
466,tulsa,36.1001,-95.9003,24.28,44,0,6.69,US,2023-04-11
467,kulhudhuffushi,6.6221,73.07,28.29,74,9,2.29,MV,2023-04-11
468,ribas do rio pardo,-20.4431,-53.7592,28.3,62,22,2.72,BR,2023-04-11
469,west fargo,46.875,-96.9004,8.0,66,0,5.14,US,2023-04-11
470,raymondville,26.4815,-97.7831,25.61,50,17,5.36,US,2023-04-11
471,kasama,-10.2129,31.1808,17.65,94,100,0.76,ZM,2023-04-11
472,talara,-4.5772,-81.2719,30.42,74,40,2.57,PE,2023-04-11
473,igarka,67.4667,86.5833,-27.65,99,83,3.8,RU,2023-04-11
474,pathein,16.7833,94.7333,25.97,81,23,3.56,MM,2023-04-11
475,nieuw nickerie,5.95,-56.9833,27.48,73,75,4.94,SR,2023-04-11
476,rajapur,25.3833,81.15,29.84,12,32,2.85,IN,2023-04-11
477,porbandar,21.6422,69.6093,26.36,67,69,4.96,IN,2023-04-11
478,placido de castro,-10.3353,-67.1856,31.85,57,90,1.71,BR,2023-04-11
479,qaqortoq,60.7167,-46.0333,0.5,92,100,2.8,GL,2023-04-11
480,emba,48.8264,58.1442,11.34,38,4,3.35,KZ,2023-04-11
481,ishigaki,24.3448,124.1572,23.07,88,75,2.57,JP,2023-04-11
482,sechura,-5.5569,-80.8222,30.07,61,86,4.33,PE,2023-04-11
483,along,28.1667,94.7667,18.02,80,27,0.95,IN,2023-04-11
484,clyde river,70.4692,-68.5914,-16.87,78,0,9.77,CA,2023-04-11
485,kasli,55.8909,60.7616,3.6,51,21,1.92,RU,2023-04-11
486,mangrol,21.1167,70.1167,26.15,67,35,5.22,IN,2023-04-11
487,dzaoudzi,-12.7887,45.2699,26.94,83,75,0.51,YT,2023-04-11
488,mersing,2.4312,103.8405,26.95,83,20,1.54,MY,2023-04-11
489,albertville,34.2676,-86.2089,20.92,32,0,2.57,US,2023-04-11
490,isangel,-19.55,169.2667,26.42,85,83,2.37,VU,2023-04-11
491,mangan,27.5167,88.5333,19.27,56,53,2.15,IN,2023-04-11
492,clarksburg,39.2807,-80.3445,23.06,22,0,4.63,US,2023-04-11
493,port hueneme,34.1478,-119.1951,21.29,98,100,3.6,US,2023-04-11
494,salinopolis,-0.6136,-47.3561,28.27,74,43,2.41,BR,2023-04-11
495,tutoia,-2.7619,-42.2744,27.63,84,67,4.13,BR,2023-04-11
496,hope,33.6671,-93.5916,24.03,50,70,2.59,US,2023-04-11
497,banjar,-8.19,114.9675,25.2,92,56,1.62,ID,2023-04-11
498,petropavlovsk-kamchatskiy,53.0452,158.6483,-2.67,64,75,5.0,RU,2023-04-11
499,arrecife,28.963,-13.5477,20.99,83,0,6.17,ES,2023-04-11
500,karangasem,-8.45,115.6167,24.88,86,50,2.16,ID,2023-04-11
501,yarensk,62.1675,49.0916,-0.1,92,97,2.52,RU,2023-04-11
502,panjab,34.388,67.0233,4.82,51,1,1.42,AF,2023-04-11
503,davila,18.4726,120.5763,24.58,84,98,6.44,PH,2023-04-11
504,los llanos de aridane,28.6585,-17.9182,19.86,73,75,7.2,ES,2023-04-11
505,lar,26.2039,83.9717,26.75,11,1,3.65,IN,2023-04-11
506,nhamunda,-2.1861,-56.7131,30.2,68,99,0.81,BR,2023-04-11
507,damghan,36.1683,54.348,23.18,21,100,2.25,IR,2023-04-11
508,tromso,69.6496,18.957,5.21,70,0,4.63,NO,2023-04-11
509,oyama,36.3,139.8,19.77,62,86,4.21,JP,2023-04-11
510,ellsworth,44.5434,-68.4195,17.52,47,100,4.12,US,2023-04-11
511,piet retief,-27.0071,30.8132,12.99,89,12,2.4,ZA,2023-04-11
512,jumla,29.2747,82.1838,8.81,59,30,1.56,NP,2023-04-11
513,brande,55.9381,9.1218,8.74,82,75,4.32,DK,2023-04-11
514,kutum,14.2,24.6667,29.58,10,88,2.2,SD,2023-04-11
515,abu zabad,12.35,29.25,34.92,10,100,3.76,SD,2023-04-11
516,vestmanna,62.1564,-7.1664,6.51,70,100,4.12,FO,2023-04-11
517,pacific grove,36.6177,-121.9166,17.9,85,100,3.58,US,2023-04-11
518,taoudenni,22.6783,-3.9836,30.98,5,100,4.27,ML,2023-04-11
519,mangaratiba,-22.9597,-44.0406,27.48,74,10,3.17,BR,2023-04-11
520,fare,-16.7,-151.0167,27.18,75,100,3.19,PF,2023-04-11
521,namuac,18.6109,121.1657,24.0,88,100,4.45,PH,2023-04-11
522,buraydah,26.326,43.975,23.25,38,87,5.16,SA,2023-04-11
523,kyra,49.5776,111.9753,-6.06,68,7,1.17,RU,2023-04-11
524,gizo,-8.103,156.8419,27.0,81,96,2.39,SB,2023-04-11
525,vogan,6.3333,1.5333,30.9,69,55,6.02,TG,2023-04-11
526,araouane,18.9048,-3.5265,30.66,8,100,5.31,ML,2023-04-11
527,dingle,10.9995,122.6711,24.15,78,100,1.02,PH,2023-04-11
528,hobyo,5.3505,48.5268,28.6,73,2,6.56,SO,2023-04-11
529,walvis bay,-22.9575,14.5053,15.02,82,21,0.62,NA,2023-04-11
530,muisne,0.6,-80.0333,28.05,76,54,2.34,EC,2023-04-11
531,maniitsoq,65.4167,-52.9,-1.31,87,11,3.11,GL,2023-04-11
532,rio pomba,-21.2747,-43.1792,23.06,76,97,2.37,BR,2023-04-11
533,saldanha,-33.0117,17.9442,16.03,76,76,5.77,ZA,2023-04-11
534,obersiggenthal,47.4875,8.2965,11.89,74,75,3.6,CH,2023-04-11
535,lima,-12.0432,-77.0282,27.14,57,0,6.17,PE,2023-04-11
536,constitucion,-35.3333,-72.4167,18.66,72,48,4.45,CL,2023-04-11
537,puerto quijarro,-17.7833,-57.7667,29.04,77,88,1.22,BO,2023-04-11
538,meulaboh,4.1363,96.1285,25.36,88,97,1.21,ID,2023-04-11
539,yatsuo,36.5667,137.1333,17.59,49,100,5.36,JP,2023-04-11
540,raahe,64.6833,24.4833,5.05,96,100,2.6,FI,2023-04-11
541,tual,-5.6667,132.75,28.24,77,66,1.98,ID,2023-04-11
542,ekhabi,53.5102,142.9671,-5.41,85,78,6.08,RU,2023-04-11
543,olinda,-8.0089,-34.8553,28.85,61,40,3.6,BR,2023-04-11
544,galesong,-5.3166,119.3661,25.01,85,26,3.14,ID,2023-04-11
545,flinders,-34.5833,150.8552,13.36,84,91,1.34,AU,2023-04-11
546,tautira,-17.7333,-149.15,27.07,76,100,2.67,PF,2023-04-11
547,mutoko,-17.397,32.2268,16.91,90,94,2.6,ZW,2023-04-11
548,vostok,46.4856,135.8833,-1.33,94,100,5.18,RU,2023-04-11
549,amos,48.5669,-78.1162,7.08,81,100,6.66,CA,2023-04-11
550,yarada,17.65,83.2667,29.44,64,48,3.53,IN,2023-04-11
551,hamilton,39.1834,-84.5333,23.84,25,0,2.06,US,2023-04-11
552,saint-paul,-21.0096,55.2707,25.06,94,37,0.89,RE,2023-04-11
553,talaya,61.3833,152.75,-27.41,100,89,1.18,RU,2023-04-11
554,kyzyl-suu,42.3414,78.0056,4.69,77,98,2.28,KG,2023-04-11
555,manzanillo,20.3433,-77.1167,30.88,47,8,3.45,CU,2023-04-11
556,rivadavia,-33.1905,-68.4608,26.91,41,16,5.34,AR,2023-04-11
557,mankono,8.0586,-6.1897,33.36,32,99,1.75,CI,2023-04-11
558,vaitape,-16.5167,-151.75,27.53,73,99,2.72,PF,2023-04-11
